Series Name,Series Code,Country Name,Country Code,2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
"Population ages 40-44, male",SP.POP.4044.MA,Solomon Islands,SLB,20344,20774,21252,21753,22304
"Population ages 40-44, male",SP.POP.4044.MA,Somalia,SOM,300686,315182,329618,342645,355922
"Population ages 40-44, male",SP.POP.4044.MA,South Africa,ZAF,1791241,1904838,2027570,2141805,2242173
"Population ages 40-44, male",SP.POP.4044.MA,South Asia,SAS,57969235,59489138,61126197,62746456,64428483
"Population ages 40-44, male",SP.POP.4044.MA,South Asia (IDA & IBRD),TSA,57969235,59489138,61126197,62746456,64428483
"Population ages 40-44, male",SP.POP.4044.MA,South Sudan,SSD,277201,284429,286813,287125,293989
"Population ages 40-44, male",SP.POP.4044.MA,Spain,ESP,2007203,1985356,1944094,1897170,1850803
"Population ages 40-44, male",SP.POP.4044.MA,Sri Lanka,LKA,724660,747676,769888,775743,765591
"Population ages 40-44, male",SP.POP.4044.MA,St. Kitts and Nevis,KNA,1663,1635,1611,1609,1626
"Population ages 40-44, male",SP.POP.4044.MA,St. Lucia,LCA,6343,6385,6436,6511,6601
"Population ages 40-44, male",SP.POP.4044.MA,St. Martin (French part),MAF,1021,886,782,762,721
"Population ages 40-44, male",SP.POP.4044.MA,St. Vincent and the Grenadines,VCT,3574,3548,3496,3443,3407
"Population ages 40-44, male",SP.POP.4044.MA,Sub-Saharan Africa,SSF,25138065,26151750,27171692,28175273,29162111
"Population ages 40-44, male",SP.POP.4044.MA,Sub-Saharan Africa (excluding high income),SSA,25133709,26147217,27166963,28169353,29156057
"Population ages 40-44, male",SP.POP.4044.MA,Sub-Saharan Africa (IDA & IBRD countries),TSS,25138065,26151750,27171692,28175273,29162111
"Population ages 40-44, male",SP.POP.4044.MA,Sudan,SDN,852189,889028,933486,981269,1013614
"Population ages 40-44, male",SP.POP.4044.MA,Suriname,SUR,18444,18633,19133,19886,20783
"Population ages 40-44, male",SP.POP.4044.MA,Sweden,SWE,322922,322773,324745,328671,333765
"Population ages 40-44, male",SP.POP.4044.MA,Switzerland,CHE,294634,298675,304616,310529,317242
"Population ages 40-44, male",SP.POP.4044.MA,Syrian Arab Republic,SYR,538004,560832,578144,600716,631847
"Population ages 40-44, male",SP.POP.4044.MA,Tajikistan,TJK,226259,235137,244744,255213,266479
"Population ages 40-44, male",SP.POP.4044.MA,Tanzania,TZA,1274752,1310604,1349759,1391642,1436910
"Population ages 40-44, male",SP.POP.4044.MA,Thailand,THA,2661394,2662999,2668037,2666177,2652338
"Population ages 40-44, male",SP.POP.4044.MA,Timor-Leste,TLS,27154,26733,26941,28212,30424
"Population ages 40-44, male",SP.POP.4044.MA,Togo,TGO,213740,220073,226194,232240,238321
"Population ages 40-44, male",SP.POP.4044.MA,Tonga,TON,2507,2490,2439,2369,2288
"Population ages 40-44, male",SP.POP.4044.MA,Trinidad and Tobago,TTO,51289,53048,55046,56916,58679
"Population ages 40-44, male",SP.POP.4044.MA,Tunisia,TUN,406634,415295,423163,428929,434425
"Population ages 40-44, male",SP.POP.4044.MA,Turkiye,TUR,3124015,3205622,3264621,3303638,3300958
"Population ages 40-44, male",SP.POP.4044.MA,Turkmenistan,TKM,199013,202815,207497,213466,221118
"Population ages 40-44, male",SP.POP.4044.MA,Turks and Caicos Islands,TCA,2147,2197,2236,2261,2265
"Population ages 40-44, male",SP.POP.4044.MA,Tuvalu,TUV,272,265,251,244,237
"Population ages 40-44, male",SP.POP.4044.MA,Uganda,UGA,750034,779389,810085,842639,877334
"Population ages 40-44, male",SP.POP.4044.MA,Ukraine,UKR,1582474,1604159,1632671,1565645,1505440
"Population ages 40-44, male",SP.POP.4044.MA,United Arab Emirates,ARE,618737,617609,628427,658554,696516
"Population ages 40-44, male",SP.POP.4044.MA,United Kingdom,GBR,2043399,2059586,2082476,2145514,2202910
"Population ages 40-44, male",SP.POP.4044.MA,United States,USA,10508820,10795498,11020769,11234880,11421148
"Population ages 40-44, male",SP.POP.4044.MA,Upper middle income,UMC,94999847,95106739,96277647,98543295,100930509
"Population ages 40-44, male",SP.POP.4044.MA,Uruguay,URY,114366,112577,109973,107757,106377
"Population ages 40-44, male",SP.POP.4044.MA,Uzbekistan,UZB,1019328,1044111,1072525,1105476,1146447
"Population ages 40-44, male",SP.POP.4044.MA,Vanuatu,VUT,6683,6613,6619,6951,7769
"Population ages 40-44, male",SP.POP.4044.MA,"Venezuela, RB",VEN,906552,893701,886674,882120,878509
"Population ages 40-44, male",SP.POP.4044.MA,Viet Nam,VNM,3340791,3396579,3445876,3541353,3682165
"Population ages 40-44, male",SP.POP.4044.MA,Virgin Islands (U.S.),VIR,3054,3045,3022,3006,2985
"Population ages 40-44, male",SP.POP.4044.MA,West Bank and Gaza,PSE,101219,105553,110285,115559,121127
"Population ages 40-44, male",SP.POP.4044.MA,World,WLD,244893214,248255758,252519605,258341893,264576185
"Population ages 40-44, male",SP.POP.4044.MA,"Yemen, Rep.",YEM,788885,831749,875310,922477,973839
"Population ages 40-44, male",SP.POP.4044.MA,Zambia,ZMB,428950,448129,465980,483743,502619
"Population ages 40-44, male",SP.POP.4044.MA,Zimbabwe,ZWE,305238,334865,366240,395944,421299
"Population ages 45-49, female",SP.POP.4549.FE,Africa Western and Central,AFW,8301726,8613136,8941632,9286767,9659422
"Population ages 45-49, female",SP.POP.4549.FE,Afghanistan,AFG,609905,633570,652307,665279,682899
"Population ages 45-49, female",SP.POP.4549.FE,Africa Eastern and Southern,AFE,12587691,12972368,13371044,13805005,14295145
"Population ages 45-49, female",SP.POP.4549.FE,Albania,ALB,91645,89020,86480,83870,81332
"Population ages 45-49, female",SP.POP.4549.FE,Algeria,DZA,1236139,1270919,1308150,1349939,1397448
"Population ages 45-49, female",SP.POP.4549.FE,American Samoa,ASM,1553,1543,1542,1531,1516
"Population ages 45-49, female",SP.POP.4549.FE,Andorra,AND,3483,3573,3650,3669,3639
"Population ages 45-49, female",SP.POP.4549.FE,Angola,AGO,587638,604471,623302,644412,667238
"Population ages 45-49, female",SP.POP.4549.FE,Antigua and Barbuda,ATG,3581,3503,3446,3409,3397
"Population ages 45-49, female",SP.POP.4549.FE,Arab World,ARB,10324232,10642700,10906839,11259564,11670086
"Population ages 45-49, female",SP.POP.4549.FE,Argentina,ARG,1299412,1335841,1372580,1410709,1449036
"Population ages 45-49, female",SP.POP.4549.FE,Armenia,ARM,91620,92628,94256,96023,98156
"Population ages 45-49, female",SP.POP.4549.FE,Aruba,ABW,4344,4239,4133,4065,4028
"Population ages 45-49, female",SP.POP.4549.FE,Australia,AUS,852284,848838,830206,821026,828922
"Population ages 45-49, female",SP.POP.4549.FE,Austria,AUT,318689,309947,301691,295863,293171
"Population ages 45-49, female",SP.POP.4549.FE,Azerbaijan,AZE,317649,312225,310709,311599,315443
"Population ages 45-49, female",SP.POP.4549.FE,"Bahamas, The",BHS,14853,14742,14603,14476,14385
"Population ages 45-49, female",SP.POP.4549.FE,Bahrain,BHR,32489,32085,32952,36292,40397
"Population ages 45-49, female",SP.POP.4549.FE,Bangladesh,BGD,4325774,4316810,4267515,4269852,4346653
"Population ages 45-49, female",SP.POP.4549.FE,Barbados,BRB,10433,10413,10260,10019,9793
"Population ages 45-49, female",SP.POP.4549.FE,Belarus,BLR,333158,334352,333220,331337,331541
"Population ages 45-49, female",SP.POP.4549.FE,Belgium,BEL,381863,376289,370593,368779,371046
"Population ages 45-49, female",SP.POP.4549.FE,Belize,BLZ,10262,10524,10749,11007,11296
"Population ages 45-49, female",SP.POP.4549.FE,Benin,BEN,234046,241049,248130,255455,263251
"Population ages 45-49, female",SP.POP.4549.FE,Bermuda,BMU,2342,2301,2266,2238,2212
"Population ages 45-49, female",SP.POP.4549.FE,Bhutan,BTN,17210,17672,18356,19288,20461
"Population ages 45-49, female",SP.POP.4549.FE,Bolivia,BOL,282394,289836,297321,305769,314959
"Population ages 45-49, female",SP.POP.4549.FE,Bosnia and Herzegovina,BIH,112831,115724,119355,123178,126624
"Population ages 45-49, female",SP.POP.4549.FE,Botswana,BWA,50083,50601,51339,51815,52405
"Population ages 45-49, female",SP.POP.4549.FE,Brazil,BRA,6879442,7006363,7135873,7272021,7420735
"Population ages 45-49, female",SP.POP.4549.FE,British Virgin Islands,VGB,1613,1655,1699,1757,1828
"Population ages 45-49, female",SP.POP.4549.FE,Brunei Darussalam,BRN,14730,14917,15100,15278,15458
"Population ages 45-49, female",SP.POP.4549.FE,Bulgaria,BGR,253746,256362,259500,256047,250592
"Population ages 45-49, female",SP.POP.4549.FE,Burkina Faso,BFA,356239,370387,386001,403113,422116
"Population ages 45-49, female",SP.POP.4549.FE,Burundi,BDI,183292,193751,205435,218225,233771
"Population ages 45-49, female",SP.POP.4549.FE,Cabo Verde,CPV,11706,11668,11898,12320,12768
"Population ages 45-49, female",SP.POP.4549.FE,Cambodia,KHM,399471,389545,383221,386214,402221
"Population ages 45-49, female",SP.POP.4549.FE,Cameroon,CMR,459460,477783,496215,515655,536744
"Population ages 45-49, female",SP.POP.4549.FE,Canada,CAN,1209637,1207130,1204884,1224170,1262473
"Population ages 45-49, female",SP.POP.4549.FE,Caribbean small states,CSS,97020,97133,96942,96564,96344
"Population ages 45-49, female",SP.POP.4549.FE,Cayman Islands,CYM,3083,3092,3114,3148,3193
"Population ages 45-49, female",SP.POP.4549.FE,Central African Republic,CAF,74591,71495,68171,64768,63288
"Population ages 45-49, female",SP.POP.4549.FE,Central Europe and the Baltics,CEB,3622846,3697849,3743159,3813513,3870455
"Population ages 45-49, female",SP.POP.4549.FE,Chad,TCD,278770,289483,300533,310442,323203
"Population ages 45-49, female",SP.POP.4549.FE,Channel Islands,CHI,6291,6147,5975,5810,5720
"Population ages 45-49, female",SP.POP.4549.FE,Chile,CHL,642806,646507,649398,653192,657851
"Population ages 45-49, female",SP.POP.4549.FE,China,CHN,59426420,57028683,54098374,51130200,48165337
"Population ages 45-49, female",SP.POP.4549.FE,Colombia,COL,1566633,1582621,1602970,1630044,1661411
"Population ages 45-49, female",SP.POP.4549.FE,Comoros,COM,15694,16262,16918,17681,18553
"Population ages 45-49, female",SP.POP.4549.FE,"Congo, Dem. Rep.",COD,1558244,1587857,1617674,1648675,1683753
"Population ages 45-49, female",SP.POP.4549.FE,"Congo, Rep.",COG,120731,124774,129335,133995,138649
"Population ages 45-49, female",SP.POP.4549.FE,Costa Rica,CRI,157634,158847,160669,163223,166470
"Population ages 45-49, female",SP.POP.4549.FE,Cote d'Ivoire,CIV,473658,498656,526619,557928,592143
"Population ages 45-49, female",SP.POP.4549.FE,Croatia,HRV,132384,132202,132316,132192,132917
"Population ages 45-49, female",SP.POP.4549.FE,Cuba,CUB,492585,474395,449507,416982,381669
"Population ages 45-49, female",SP.POP.4549.FE,Curacao,CUW,5631,5551,5353,5150,4950
"Population ages 45-49, female",SP.POP.4549.FE,Cyprus,CYP,44846,45571,46453,47554,48883
"Population ages 45-49, female",SP.POP.4549.FE,Czechia,CZE,395877,418876,429188,444678,453983
"Population ages 45-49, female",SP.POP.4549.FE,Denmark,DNK,194984,196736,196436,193379,190467
"Population ages 45-49, female",SP.POP.4549.FE,Djibouti,DJI,29691,30707,31638,32483,33247
"Population ages 45-49, female",SP.POP.4549.FE,Dominica,DMA,2324,2224,2105,1989,1894
"Population ages 45-49, female",SP.POP.4549.FE,Dominican Republic,DOM,307031,312685,318252,323401,327866
"Population ages 45-49, female",SP.POP.4549.FE,Early-demographic dividend,EAR,89340137,91254809,93091243,95113815,97333475
"Population ages 45-49, female",SP.POP.4549.FE,East Asia & Pacific,EAS,91459629,89165469,86213810,83197726,80276242
"Population ages 45-49, female",SP.POP.4549.FE,East Asia & Pacific (excluding high income),EAP,81821231,79551633,76765239,73948885,71209776
"Population ages 45-49, female",SP.POP.4549.FE,East Asia & Pacific (IDA & IBRD countries),TEA,80737294,78515401,75786211,73038948,70359567
"Population ages 45-49, female",SP.POP.4549.FE,Ecuador,ECU,483421,494929,505627,516700,528387
"Population ages 45-49, female",SP.POP.4549.FE,"Egypt, Arab Rep.",EGY,2611399,2682914,2762319,2848619,2946920
"Population ages 45-49, female",SP.POP.4549.FE,El Salvador,SLV,187912,190562,193575,196773,200274
"Population ages 45-49, female",SP.POP.4549.FE,Equatorial Guinea,GNQ,32055,33021,33933,34894,35910
"Population ages 45-49, female",SP.POP.4549.FE,Eritrea,ERI,65673,66539,67700,68922,70069
"Population ages 45-49, female",SP.POP.4549.FE,Estonia,EST,45302,45093,44754,45157,45871
"Population ages 45-49, female",SP.POP.4549.FE,Eswatini,SWZ,22924,23518,24479,25438,26410
"Population ages 45-49, female",SP.POP.4549.FE,Ethiopia,ETH,2112358,2164532,2223923,2291283,2368082
"Population ages 45-49, female",SP.POP.4549.FE,Euro area,EMU,12423334,12235918,12048180,11938976,11878026
"Population ages 45-49, female",SP.POP.4549.FE,Europe & Central Asia,ECS,31505056,31569887,31581884,31605284,31684586
"Population ages 45-49, female",SP.POP.4549.FE,Europe & Central Asia (excluding high income),ECA,7735545,7858770,8007194,8077142,8144377
"Population ages 45-49, female",SP.POP.4549.FE,Europe & Central Asia (IDA & IBRD countries),TEC,15161041,15416551,15661725,15831601,15990067
"Population ages 45-49, female",SP.POP.4549.FE,European Union,EUU,15958282,15844713,15695499,15645456,15630533
"Population ages 45-49, female",SP.POP.4549.FE,Faroe Islands,FRO,1513,1518,1528,1530,1535
"Population ages 45-49, female",SP.POP.4549.FE,Fiji,FJI,24020,23910,24263,24976,26021
"Population ages 45-49, female",SP.POP.4549.FE,Finland,FIN,154694,154963,157082,161118,166728
"Population ages 45-49, female",SP.POP.4549.FE,Fragile and conflict affected situations,FCS,19707566,20229723,20783476,21274987,21829635
"Population ages 45-49, female",SP.POP.4549.FE,France,FRA,2297286,2265836,2219257,2169247,2128615
"Population ages 45-49, female",SP.POP.4549.FE,French Polynesia,PYF,9712,9726,9657,9575,9543
"Population ages 45-49, female",SP.POP.4549.FE,Gabon,GAB,47637,49676,51790,53984,56301
"Population ages 45-49, female",SP.POP.4549.FE,"Gambia, The",GMB,44651,44763,44870,45053,45553
"Population ages 45-49, female",SP.POP.4549.FE,Georgia,GEO,123532,123992,123990,124360,124610
"Population ages 45-49, female",SP.POP.4549.FE,Germany,DEU,2700773,2569424,2473758,2443304,2431168
"Population ages 45-49, female",SP.POP.4549.FE,Ghana,GHA,685425,704427,726970,754001,784898
"Population ages 45-49, female",SP.POP.4549.FE,Gibraltar,GIB,1199,1222,1253,1294,1312
"Population ages 45-49, female",SP.POP.4549.FE,Greece,GRC,410354,406819,402881,399915,399930
"Population ages 45-49, female",SP.POP.4549.FE,Greenland,GRL,1441,1324,1267,1249,1279
"Population ages 45-49, female",SP.POP.4549.FE,Grenada,GRD,3004,3003,3002,3000,3012
"Population ages 45-49, female",SP.POP.4549.FE,Guam,GUM,5200,5093,4971,4821,4668
"Population ages 45-49, female",SP.POP.4549.FE,Guatemala,GTM,352007,364751,378278,393036,409474
"Population ages 45-49, female",SP.POP.4549.FE,Guinea,GIN,232393,237498,242738,248484,254924
"Population ages 45-49, female",SP.POP.4549.FE,Guinea-Bissau,GNB,39345,41366,43234,44894,46196
"Population ages 45-49, female",SP.POP.4549.FE,Guyana,GUY,23391,23504,23699,23810,23849
"Population ages 45-49, female",SP.POP.4549.FE,Haiti,HTI,257088,265085,273228,281489,290079
"Population ages 45-49, female",SP.POP.4549.FE,Heavily indebted poor countries (HIPC),HPC,14661874,15155319,15665082,16198464,16782088
"Population ages 45-49, female",SP.POP.4549.FE,High income,HIC,47027434,46904379,46427404,46256588,46362233
"Population ages 45-49, female",SP.POP.4549.FE,Honduras,HND,225999,236054,246785,258163,270253
"Population ages 45-49, female",SP.POP.4549.FE,"Hong Kong SAR, China",HKG,344517,343983,339926,335941,344031
"Population ages 45-49, female",SP.POP.4549.FE,Hungary,HUN,364336,380467,396986,408998,416816
"Population ages 45-49, female",SP.POP.4549.FE,IBRD only,IBD,..,..,..,..,..
"Population ages 45-49, female",SP.POP.4549.FE,Iceland,ISL,10914,11134,11417,11553,11681
"Population ages 45-49, female",SP.POP.4549.FE,IDA & IBRD total,IBT,195353682,195751854,195616231,195521798,195711409
"Population ages 45-49, female",SP.POP.4549.FE,IDA blend,IDB,..,..,..,..,..
"Population ages 45-49, female",SP.POP.4549.FE,IDA only,IDX,..,..,..,..,..
"Population ages 45-49, female",SP.POP.4549.FE,IDA total,IDA,..,..,..,..,..
"Population ages 45-49, female",SP.POP.4549.FE,India,IND,37828159,38698224,39534514,40351898,41153460
"Population ages 45-49, female",SP.POP.4549.FE,Indonesia,IDN,8916275,9025816,9132144,9239699,9356330
"Population ages 45-49, female",SP.POP.4549.FE,"Iran, Islamic Rep.",IRN,2628371,2687423,2754710,2849339,2974035
"Population ages 45-49, female",SP.POP.4549.FE,Iraq,IRQ,920581,949381,977537,1005134,1031914
"Population ages 45-49, female",SP.POP.4549.FE,Ireland,IRL,177219,181413,185115,192170,200340
"Population ages 45-49, female",SP.POP.4549.FE,Isle of Man,IMN,3138,3081,3024,2936,2806
"Population ages 45-49, female",SP.POP.4549.FE,Israel,ISR,256715,264447,271281,277450,282542
"Population ages 45-49, female",SP.POP.4549.FE,Italy,ITA,2392590,2368197,2324171,2271100,2212613
"Population ages 45-49, female",SP.POP.4549.FE,Jamaica,JAM,90160,91049,91880,92519,92840
"Population ages 45-49, female",SP.POP.4549.FE,Japan,JPN,4910922,4951087,4895965,4777150,4601719
"Population ages 45-49, female",SP.POP.4549.FE,Jordan,JOR,259045,265537,271759,277677,283889
"Population ages 45-49, female",SP.POP.4549.FE,Kazakhstan,KAZ,587296,592788,598559,605134,611357
"Population ages 45-49, female",SP.POP.4549.FE,Kenya,KEN,978782,1008406,1038094,1069806,1105171
"Population ages 45-49, female",SP.POP.4549.FE,Kiribati,KIR,2895,2866,2869,2902,2970
"Population ages 45-49, female",SP.POP.4549.FE,"Korea, Dem. People's Rep.",PRK,1084781,1037083,979895,910817,851087
"Population ages 45-49, female",SP.POP.4549.FE,"Korea, Rep.",KOR,2193911,2144662,2066361,1992435,1935234
"Population ages 45-49, female",SP.POP.4549.FE,Kosovo,XKX,59606,60646,61694,62133,62198
"Population ages 45-49, female",SP.POP.4549.FE,Kuwait,KWT,158717,170199,152879,141181,155673
"Population ages 45-49, female",SP.POP.4549.FE,Kyrgyz Republic,KGZ,178846,177898,178187,180452,184033
"Population ages 45-49, female",SP.POP.4549.FE,Lao PDR,LAO,168645,173459,178583,183810,189287
"Population ages 45-49, female",SP.POP.4549.FE,Late-demographic dividend,LTE,89431233,87340195,84688819,82032892,79456250
"Population ages 45-49, female",SP.POP.4549.FE,Latin America & Caribbean,LCN,19934211,20265056,20579855,20903138,21249169
"Population ages 45-49, female",SP.POP.4549.FE,Latin America & Caribbean (excluding high income),LAC,17941979,18265530,18571584,18882811,19213553
"Population ages 45-49, female",SP.POP.4549.FE,Latin America & the Caribbean (IDA & IBRD countries),TLA,19291700,19639208,19980593,20338698,20721065
"Population ages 45-49, female",SP.POP.4549.FE,Latvia,LVA,67991,67292,66088,65106,64323
"Population ages 45-49, female",SP.POP.4549.FE,Least developed countries: UN classification,LDC,21021399,21526680,21994415,22529463,23205382
"Population ages 45-49, female",SP.POP.4549.FE,Lebanon,LBN,177710,172440,171388,171567,172585
"Population ages 45-49, female",SP.POP.4549.FE,Lesotho,LSO,35544,36643,38317,40599,43534
"Population ages 45-49, female",SP.POP.4549.FE,Liberia,LBR,97615,100416,103741,107453,111469
"Population ages 45-49, female",SP.POP.4549.FE,Libya,LBY,228058,234994,242699,249717,255444
"Population ages 45-49, female",SP.POP.4549.FE,Liechtenstein,LIE,1487,1468,1443,1389,1339
"Population ages 45-49, female",SP.POP.4549.FE,Lithuania,LTU,100703,98115,95413,93323,91860
"Population ages 45-49, female",SP.POP.4549.FE,Low & middle income,LMY,187747837,187945308,187623973,187316883,187308058
"Population ages 45-49, female",SP.POP.4549.FE,Low income,LIC,12171801,12475359,12773891,13080757,13451287
"Population ages 45-49, female",SP.POP.4549.FE,Lower middle income,LMC,72960210,74612679,76266275,77986724,79850530
"Population ages 45-49, female",SP.POP.4549.FE,Luxembourg,LUX,22466,22507,22551,22868,23518
"Population ages 45-49, female",SP.POP.4549.FE,"Macao SAR, China",MAC,29993,30231,29348,28043,26545
"Population ages 45-49, female",SP.POP.4549.FE,Madagascar,MDG,544006,564575,584386,603906,623897
"Population ages 45-49, female",SP.POP.4549.FE,Malawi,MWI,279309,289203,302971,321306,345090
"Population ages 45-49, female",SP.POP.4549.FE,Malaysia,MYS,894549,916165,940899,968368,999467
"Population ages 45-49, female",SP.POP.4549.FE,Maldives,MDV,10316,10635,10974,11311,11658
"Population ages 45-49, female",SP.POP.4549.FE,Mali,MLI,313424,330502,348617,367254,386242
"Population ages 45-49, female",SP.POP.4549.FE,Malta,MLT,14662,15432,16121,17015,18127
"Population ages 45-49, female",SP.POP.4549.FE,Marshall Islands,MHL,1086,1077,1065,1055,1052
"Population ages 45-49, female",SP.POP.4549.FE,Mauritania,MRT,84565,87429,90306,93308,96470
"Population ages 45-49, female",SP.POP.4549.FE,Mauritius,MUS,41030,41216,41852,42916,44491
"Population ages 45-49, female",SP.POP.4549.FE,Mexico,MEX,4048837,4118225,4170889,4219483,4268758
"Population ages 45-49, female",SP.POP.4549.FE,"Micronesia, Fed. Sts.",FSM,2623,2616,2614,2580,2508
"Population ages 45-49, female",SP.POP.4549.FE,Middle East & North Africa,MEA,11990338,12342816,12649736,13072295,13586865
"Population ages 45-49, female",SP.POP.4549.FE,Middle East & North Africa (excluding high income),MNA,10702626,10990560,11304142,11663427,12075508
"Population ages 45-49, female",SP.POP.4549.FE,Middle East & North Africa (IDA & IBRD countries),TMN,10614152,10898817,11208823,11564267,11972203
"Population ages 45-49, female",SP.POP.4549.FE,Middle income,MIC,175576036,175469949,174850082,174236126,173856771
"Population ages 45-49, female",SP.POP.4549.FE,Moldova,MDA,87443,88193,88501,86963,84582
"Population ages 45-49, female",SP.POP.4549.FE,Monaco,MCO,985,956,927,914,911
"Population ages 45-49, female",SP.POP.4549.FE,Mongolia,MNG,97585,99429,101598,103600,105474
"Population ages 45-49, female",SP.POP.4549.FE,Montenegro,MNE,20963,21181,21377,21516,21613
"Population ages 45-49, female",SP.POP.4549.FE,Morocco,MAR,1051543,1078409,1106182,1133027,1158312
"Population ages 45-49, female",SP.POP.4549.FE,Mozambique,MOZ,503572,525051,544888,564489,586622
"Population ages 45-49, female",SP.POP.4549.FE,Myanmar,MMR,1661001,1682283,1702837,1723813,1746648
"Population ages 45-49, female",SP.POP.4549.FE,Namibia,NAM,57237,59088,61110,63335,65603
"Population ages 45-49, female",SP.POP.4549.FE,Nauru,NRU,211,222,237,251,257
"Population ages 45-49, female",SP.POP.4549.FE,Nepal,NPL,705024,740775,767733,783656,798719
"Population ages 45-49, female",SP.POP.4549.FE,Netherlands,NLD,606701,581184,556169,537056,526103
"Population ages 45-49, female",SP.POP.4549.FE,New Caledonia,NCL,10469,10470,10380,10264,10170
"Population ages 45-49, female",SP.POP.4549.FE,New Zealand,NZL,169940,169095,164542,159635,158742
"Population ages 45-49, female",SP.POP.4549.FE,Nicaragua,NIC,167338,173105,178914,184942,191201
"Population ages 45-49, female",SP.POP.4549.FE,Niger,NER,339033,350017,361668,374161,388046
"Population ages 45-49, female",SP.POP.4549.FE,Nigeria,NGA,3754177,3904106,4059925,4220482,4388858
"Population ages 45-49, female",SP.POP.4549.FE,North America,NAC,11217041,11101691,10926697,10932515,11098882
"Population ages 45-49, female",SP.POP.4549.FE,North Macedonia,MKD,64847,64629,64515,64499,64424
"Population ages 45-49, female",SP.POP.4549.FE,Northern Mariana Islands,MNP,1961,1861,1788,1705,1626
"Population ages 45-49, female",SP.POP.4549.FE,Norway,NOR,183844,182367,179649,176725,174996
"Population ages 45-49, female",SP.POP.4549.FE,Not classified,INX,..,..,..,..,..
"Population ages 45-49, female",SP.POP.4549.FE,OECD members,OED,46057535,45989587,45642777,45549692,45649125
"Population ages 45-49, female",SP.POP.4549.FE,Oman,OMN,70281,76372,82783,91040,101455
"Population ages 45-49, female",SP.POP.4549.FE,Other small states,OSS,366752,372171,379831,391819,405075
"Population ages 45-49, female",SP.POP.4549.FE,Pacific island small states,PSS,61109,61704,62653,63722,64826
"Population ages 45-49, female",SP.POP.4549.FE,Pakistan,PAK,4479068,4592609,4717629,4845799,4976816
"Population ages 45-49, female",SP.POP.4549.FE,Palau,PLW,633,629,630,629,621
"Population ages 45-49, female",SP.POP.4549.FE,Panama,PAN,130638,132347,133625,134692,135732
"Population ages 45-49, female",SP.POP.4549.FE,Papua New Guinea,PNG,227834,236480,245006,253319,261527
"Population ages 45-49, female",SP.POP.4549.FE,Paraguay,PRY,160136,162180,164482,167452,171405
"Population ages 45-49, female",SP.POP.4549.FE,Peru,PER,940826,965676,987461,1006885,1025446
"Population ages 45-49, female",SP.POP.4549.FE,Philippines,PHL,2811119,2848256,2886068,2937841,3012260
"Population ages 45-49, female",SP.POP.4549.FE,Poland,POL,1251507,1295934,1311120,1348680,1381554
"Population ages 45-49, female",SP.POP.4549.FE,Portugal,PRT,404506,409801,416673,422586,428012
"Population ages 45-49, female",SP.POP.4549.FE,Post-demographic dividend,PST,38649815,38284548,37668935,37180280,36922768
"Population ages 45-49, female",SP.POP.4549.FE,Pre-demographic dividend,PRE,17216693,17838635,18467592,19108908,19799083
"Population ages 45-49, female",SP.POP.4549.FE,Puerto Rico,PRI,111878,113903,112707,110878,110217
"Population ages 45-49, female",SP.POP.4549.FE,Qatar,QAT,38399,43750,40735,45147,48796
"Population ages 45-49, female",SP.POP.4549.FE,Romania,ROU,747741,731600,727246,731856,740370
"Population ages 45-49, female",SP.POP.4549.FE,Russian Federation,RUS,5040118,5141683,5224349,5285684,5340257
"Population ages 45-49, female",SP.POP.4549.FE,Rwanda,RWA,237469,245112,254179,266787,283877
"Population ages 45-49, female",SP.POP.4549.FE,Samoa,WSM,5090,5041,4901,4771,4705
"Population ages 45-49, female",SP.POP.4549.FE,San Marino,SMR,1582,1588,1564,1493,1430
"Population ages 45-49, female",SP.POP.4549.FE,Sao Tome and Principe,STP,4117,4286,4490,4730,4988
"Population ages 45-49, female",SP.POP.4549.FE,Saudi Arabia,SAU,536152,570661,566287,607983,657165
"Population ages 45-49, female",SP.POP.4549.FE,Senegal,SEN,300060,311378,322459,333198,344710
"Population ages 45-49, female",SP.POP.4549.FE,Serbia,SRB,239909,241714,243555,240704,241628
"Population ages 45-49, female",SP.POP.4549.FE,Seychelles,SYC,3039,3062,3065,3666,3663
"Population ages 45-49, female",SP.POP.4549.FE,Sierra Leone,SLE,149388,154314,159362,164620,170187
"Population ages 45-49, female",SP.POP.4549.FE,Singapore,SGP,186516,185467,176860,180310,187445
"Population ages 45-49, female",SP.POP.4549.FE,Sint Maarten (Dutch part),SXM,1872,1862,1855,1840,1810
"Population ages 45-49, female",SP.POP.4549.FE,Slovak Republic,SVK,192345,200003,207113,212824,216621
"Population ages 45-49, female",SP.POP.4549.FE,Slovenia,SVN,70914,71905,73435,74652,75548
"Population ages 45-49, female",SP.POP.4549.FE,Small states,SST,524881,531008,539426,552105,566245
"Population ages 45-49, female",SP.POP.4549.FE,Solomon Islands,SLB,15718,16355,16979,17577,18166
"Population ages 45-49, female",SP.POP.4549.FE,Somalia,SOM,248865,257472,266467,275075,285576
"Population ages 45-49, female",SP.POP.4549.FE,South Africa,ZAF,1641052,1659734,1679988,1714875,1768854
"Population ages 45-49, female",SP.POP.4549.FE,South Asia,SAS,48660078,49696373,50666203,51656512,52713940
